Geo Shape;NUMERO;INTITULE;ADRESSE;CATEGORIE;geo_point_2d
"{""type"": ""Polygon"", ""coordinates"": [[[1.50073342636625, 43.58696672661125], [1.501082665258579, 43.58707908649891], [1.501072141072329, 43.58709814287985], [1.50107191683216, 43.58710727729831], [1.501078004331903, 43.58711558435346], [1.50109797614553, 43.587121325797796], [1.501296734830568, 43.58680863435652], [1.501449776551923, 43.58656572066075], [1.501086924842511, 43.58644496616876], [1.50073342636625, 43.58696672661125]]]}";501010;LASBORDES;LASBORDES;ENA - Espaces naturels aménagé;43.5867708254,1.50109541968
"{""type"": ""Polygon"", ""coordinates"": [[[1.500819725387517, 43.58457825839545], [1.500822738629633, 43.58460937343123], [1.500833346683305, 43.58463783229348], [1.500846749217573, 43.58465537160793], [1.500867566940158, 43.5846775712855], [1.500895958958132, 43.58469895998721], [1.500917080514252, 43.58470928956232], [1.500934516015514, 43.58471590737969], [1.501047997980359, 43.584753019579544], [1.501072898627935, 43.584711310837314], [1.501721517419995, 43.583688950050195], [1.501738541415518, 43.58366084953829], [1.501768614522694, 43.583613716302544], [1.501642623464621, 43.58357369687085], [1.501602569653967, 43.58356679486718], [1.501573729831585, 43.58356366619276], [1.50154979353297, 43.58356611050692], [1.501504355443785, 43.58357373138166], [1.50146372895763, 43.583589660746206], [1.50144072940908, 43.583604900456265], [1.501424086278793, 43.583617476892975], [1.501407453289752, 43.58362913522395], [1.501390630581298, 43.58364902819938], [1.501314665266982, 43.58377322901865], [1.501203342989232, 43.58395545915759], [1.501120920580851, 43.58408689496663], [1.500991476886714, 43.584289901213815], [1.500905177747779, 43.58442585974495], [1.500846225190242, 43.58452286894264], [1.500821055342624, 43.58457553895015], [1.500819725387517, 43.58457825839545]]]}";501020;LASBORDES;LASBORDES;ENA - Espaces naturels aménagé;43.5841354345,1.50126724609
"{""type"": ""Polygon"", ""coordinates"": [[[1.501526593583827, 43.58722648578155], [1.501570570130225, 43.587227056011265], [1.501656826916568, 43.587247358308865], [1.501947918997622, 43.58732150306904], [1.502081901953116, 43.587086560623526], [1.501998340288394, 43.58705989294843], [1.501944701704423, 43.587042750442706], [1.501896022387478, 43.58702841790108], [1.501853463353989, 43.58702055630953], [1.501822098233596, 43.58701832222004], [1.50178944797693, 43.587016980692155], [1.501757935997628, 43.58702022707678], [1.501717566333548, 43.58702610430999], [1.501688477977835, 43.587033037029094], [1.501663076082705, 43.58704367246908], [1.501631160601519, 43.587063360774636], [1.501608092648884, 43.58708133632541], [1.501582399196314, 43.58710385099252], [1.501561665175361, 43.58712916665763], [1.501530272577853, 43.5871790193924], [1.501510407981515, 43.58721987527465], [1.501505179514981, 43.5872280355713], [1.501526593583827, 43.58722648578155]]]}";501025;LASBORDES;LASBORDES;ENA - Espaces naturels aménagé;43.5871564959,1.50180760946
"{""type"": ""Polygon"", ""coordinates"": [[[1.379965742247544, 43.61074986973998], [1.38091298366279, 43.61032478344349], [1.380531183687483, 43.60961121211393], [1.380296191134686, 43.60970081627776], [1.380346627608139, 43.609807328837505], [1.380554547875571, 43.609734116908605], [1.380715100960564, 43.610030809345126], [1.38051427647034, 43.61010505722643], [1.38036865230585, 43.60984763533885], [1.379705346387082, 43.61008477371293], [1.379621790045049, 43.6099545793001], [1.379846191971979, 43.609877557542205], [1.379774804452111, 43.60977341584855], [1.37976725199107, 43.609776019738334], [1.37972421894105, 43.60969962488177], [1.380081988544697, 43.60957052011272], [1.380210804279415, 43.609739941918754], [1.380275314738869, 43.60971761945053], [1.380197136516791, 43.609552346190355], [1.380387081307654, 43.60948791216321], [1.380167049807315, 43.60920099966892], [1.379949919399989, 43.609267438008516], [1.379916131321724, 43.6092437021348], [1.379281307316908, 43.60941576229591], [1.379965742247544, 43.61074986973998]]]}";461033;JARDIN DES PLATANES;2 rue René Sentenac;PJS - Parcs, jardins et square;43.6099681998,1.38007633706
"{""type"": ""Polygon"", ""coordinates"": [[[1.345639333544496, 43.56528979359689], [1.345639185103451, 43.565295274099554], [1.34564034848548, 43.56529894584651], [1.345646524111194, 43.56530268937561], [1.34565278645538, 43.56530368833069], [1.345656573350139, 43.56530283329376], [1.345661820750073, 43.565294679998885], [1.345662068148411, 43.565285545827706], [1.345659704278572, 43.56528002934565], [1.345659729140306, 43.56527911142895], [1.345655991483156, 43.56527814863094], [1.345653454556344, 43.56527902156901], [1.345650917385718, 43.56527990350619], [1.345642445755461, 43.565285507881825], [1.345639333544496, 43.56528979359689]]]}";503376;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5652914405,1.34565132796
"{""type"": ""Polygon"", ""coordinates"": [[[1.358065451232539, 43.570215364740676], [1.358084043376503, 43.5702247666546], [1.358163613590721, 43.57016376134783], [1.35818807678252, 43.57014498741979], [1.358187651815211, 43.57014467529083], [1.358187422420385, 43.57014399683332], [1.358187688102638, 43.57014332541165], [1.358187904316388, 43.570143112421206], [1.358187929795989, 43.57014308577541], [1.358173248449096, 43.57013283019115], [1.358065451232539, 43.570215364740676]]]}";503035;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5701792964,1.35812788845
"{""type"": ""Polygon"", ""coordinates"": [[[1.356105362581999, 43.570988013422884], [1.35608952892164, 43.57096951277025], [1.356079368003405, 43.57097302325389], [1.356017214268531, 43.57099406922852], [1.355960036415996, 43.57101701351527], [1.355915581189265, 43.57103465622684], [1.35584813162113, 43.571065682689195], [1.355816226716857, 43.57108350397407], [1.355740956659671, 43.571125384283086], [1.355651602942793, 43.57117620176177], [1.355451126229986, 43.571293065178956], [1.355465832787595, 43.571306976536], [1.355484941245513, 43.57129720160098], [1.35570086225411, 43.571166846931554], [1.35575061341899, 43.57114014200146], [1.355821997772777, 43.571102779723844], [1.355893234746449, 43.571070888907244], [1.355960684055179, 43.57103987141782], [1.356036872101933, 43.57101079677447], [1.356105362581999, 43.570988013422884]]]}";503086;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5711202617,1.35578516966
"{""type"": ""Polygon"", ""coordinates"": [[[1.353118984698567, 43.57560603559604], [1.35311881239245, 43.57561242500439], [1.353121226358122, 43.57561612348222], [1.3531312651786, 43.57561717584195], [1.35313128968957, 43.57561626692612], [1.353177670634292, 43.575620583100225], [1.353143828870634, 43.57561735492504], [1.353144137075484, 43.57560592598329], [1.353143951890555, 43.575605905338406], [1.35314321382033, 43.5756057237681], [1.353142546376729, 43.57560521910995], [1.353142304639412, 43.57560454046728], [1.35314245001951, 43.57560420043975], [1.353122858524215, 43.57560243574805], [1.3531190094524, 43.57560511768103], [1.353118984698567, 43.57560603559604]]]}";503209;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5756100696,1.35313162998
"{""type"": ""MultiPolygon"", ""coordinates"": [[[[1.342553063210445, 43.56896511581034], [1.342557457528903, 43.568982950125466], [1.342557487576628, 43.56898321163399], [1.342557221727618, 43.56898388301996], [1.342556994796328, 43.56898403280951], [1.342569220207101, 43.56899160840336], [1.342582055288701, 43.56898173656759], [1.342553063210445, 43.56896511581034]]], [[[1.342535343223506, 43.56895652510423], [1.342535778603906, 43.568956450326795], [1.342536173923775, 43.56895648300662], [1.342538774161098, 43.568956934436], [1.342536262670885, 43.56895549398629], [1.3425350002535, 43.56895547587387], [1.342535343223506, 43.56895652510423]]]]}";503644;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5689795894,1.34256570195
"{""type"": ""Polygon"", ""coordinates"": [[[1.348504682218202, 43.57309840231669], [1.348725667596153, 43.57306043695726], [1.348722299994396, 43.57304576853199], [1.348732523515579, 43.57303951377549], [1.348697531902148, 43.57303170349666], [1.348644445484257, 43.573042828205686], [1.348568634442388, 43.57305727413346], [1.34851939709288, 43.57306571700115], [1.348500175787356, 43.57307914426218], [1.348504682218202, 43.57309840231669]]]}";503246;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5730640761,1.34861529275
"{""type"": ""Polygon"", ""coordinates"": [[[1.366095563981216, 43.56997190974317], [1.366451462079929, 43.570293123574004], [1.366548367618259, 43.570382224256804], [1.366604958701893, 43.57042780339559], [1.36666027548355, 43.570474273752474], [1.366718043414205, 43.5705226152676], [1.366772183686126, 43.570566323136774], [1.366865864849133, 43.570635275114064], [1.3669645834791, 43.57070337995137], [1.367104313796953, 43.57078943041455], [1.36727615808687, 43.57089603739419], [1.367648322047114, 43.57112610066252], [1.367952314679661, 43.571320467590475], [1.368063525152042, 43.571391493703786], [1.368153812813187, 43.57144667666854], [1.368187164708724, 43.57146817785047], [1.36821796809837, 43.57149145255016], [1.3682425081612, 43.5715137295134], [1.368264511138007, 43.5715368889031], [1.368295070312204, 43.57156930678015], [1.368311926267416, 43.57159695778615], [1.368327099372532, 43.57159351702558], [1.368325885699969, 43.57159167235513], [1.368310316742683, 43.57156312126238], [1.368295753621613, 43.57154373102197], [1.368259041345043, 43.571506652913435], [1.36821857810391, 43.571468621551176], [1.36808264423783, 43.57138170786138], [1.367788383917478, 43.57119935323289], [1.367657353958758, 43.5711170906293], [1.367441063918633, 43.57098060669483], [1.367217273416073, 43.570842197802115], [1.366973774346121, 43.57068888962563], [1.366863913961091, 43.570614235437105], [1.366858962275228, 43.57061141964121], [1.366857724121167, 43.57061049287424], [1.366829336772446, 43.570590898004234], [1.366755475271517, 43.57053319137659], [1.366718483101568, 43.570506173708765], [1.366707402843181, 43.570497788670565], [1.366691407157068, 43.570484769812445], [1.366629986316524, 43.57043181231089], [1.366552618816089, 43.57036400905794], [1.366459390555168, 43.570278615436], [1.36641031274046, 43.57023406072753], [1.366229875419679, 43.57007250493503], [1.366110834551273, 43.569964815591796], [1.366095563981216, 43.56997190974317]]]}";503002;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5708118204,1.36720361641
"{""type"": ""Polygon"", ""coordinates"": [[[1.365387456814085, 43.56933408604942], [1.365415684062858, 43.56935916162732], [1.365539686245318, 43.56946874946856], [1.36576417178069, 43.569674790299835], [1.365780729074265, 43.56966680512954], [1.365673971340056, 43.56957025424467], [1.365455517070676, 43.569373436215635], [1.365403977361941, 43.569327009677465], [1.365387456814085, 43.56933408604942]]]}";503032;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5695025254,1.3655870076
"{""type"": ""Polygon"", ""coordinates"": [[[1.361888933149381, 43.56814589630339], [1.36189990232601, 43.56815884458476], [1.361939402472685, 43.56813838354388], [1.362014529755785, 43.56810198884633], [1.362083284314845, 43.56806914981167], [1.362121460709042, 43.56805141574338], [1.36211306530305, 43.568036676440116], [1.362031601895176, 43.568074808896164], [1.361929695697306, 43.56812545316669], [1.361888933149381, 43.56814589630339]]]}";503054;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5680969152,1.3620066433
"{""type"": ""Polygon"", ""coordinates"": [[[1.354671889673137, 43.57161917283008], [1.35470199135693, 43.57162142905986], [1.354721796673587, 43.5716326763237], [1.354742790775476, 43.57164667731465], [1.354762571380297, 43.57165884248803], [1.354779692021969, 43.571676443380056], [1.354787950900113, 43.57169666387584], [1.354790094025696, 43.571710414410745], [1.354805513977483, 43.57169784125577], [1.354826156163676, 43.57167802332321], [1.354850585496476, 43.571657350050394], [1.354869854167958, 43.57164209489222], [1.354856422490559, 43.5716272833458], [1.354843151069886, 43.57160698247243], [1.35483351894004, 43.57159131576313], [1.354829965459549, 43.57158303675203], [1.354867924592142, 43.57157353035557], [1.35486667449421, 43.57157351255418], [1.35484137664911, 43.57157954418072], [1.354794617069791, 43.571588934247586], [1.3547439966198, 43.5716019153801], [1.354700962844332, 43.57161318600377], [1.35467817729884, 43.571619262376316], [1.354671914402018, 43.57161825491347], [1.354671889673137, 43.57161917283008]]]}";503109;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5716346263,1.35479267371
"{""type"": ""Polygon"", ""coordinates"": [[[1.347849458005261, 43.56340236086913], [1.347856648816348, 43.563415256518745], [1.347910371314248, 43.563426999141655], [1.347922883073362, 43.56342900562955], [1.347932932009444, 43.563429149349766], [1.347944280284737, 43.5634274841091], [1.347958202821735, 43.56342401913814], [1.348007753508006, 43.56340370654403], [1.348018024653007, 43.5633956339925], [1.34802454625342, 43.563387498814436], [1.348029891744017, 43.56337570073287], [1.348032700419234, 43.56336477564189], [1.348030484631471, 43.56335377869526], [1.348027006784868, 43.563342754696905], [1.348019704755691, 43.56333351255355], [1.348009902874481, 43.56332423465845], [1.347998776835346, 43.56331768364107], [1.347988826734415, 43.56331388625359], [1.347977589749677, 43.563310979730915], [1.347968852544351, 43.56330902723116], [1.347962540957504, 43.563309855237414], [1.347953680350696, 43.56331246532812], [1.347812663961264, 43.563368938832], [1.347810052902037, 43.56337255657215], [1.347812466306056, 43.56337624617748], [1.347879926098469, 43.56339091311026], [1.347849458005261, 43.56340236086913]], [[1.348016352351662, 43.56336454184468], [1.348021401639974, 43.563363695783025], [1.348021500455068, 43.56336004211009], [1.348021722910679, 43.563351816846364], [1.348020720020793, 43.56334266478848], [1.34801460606212, 43.56333618545164], [1.348008430490091, 43.56333244204657], [1.348001042024221, 43.56332685375196], [1.347994829495988, 43.563324019087815], [1.34798857969196, 43.56332302043598], [1.347979780700288, 43.56332289459657], [1.347974682249252, 43.5633255584937], [1.34798192248644, 43.56333662729941], [1.347989187308807, 43.563346787185964], [1.347998939782273, 43.563357891919196], [1.348005078323784, 43.563363462338195], [1.348011303306599, 43.56336537890694], [1.348016352351662, 43.56336454184468]]]}";503311;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5633735758,1.3479330121
"{""type"": ""Polygon"", ""coordinates"": [[[1.351865242836554, 43.56836154950213], [1.35187140700311, 43.56836620178892], [1.351877706440028, 43.5683653823932], [1.351884190910993, 43.568358164751814], [1.351885103009132, 43.56832436380558], [1.351900172386347, 43.56827797206644], [1.351911977487338, 43.568259865100345], [1.351894957220872, 43.56823861009237], [1.351889661347056, 43.5682485814978], [1.351884192814139, 43.56826495132506], [1.351878600916447, 43.56828589273904], [1.351875496925146, 43.56830777891468], [1.351869461352205, 43.56834516184246], [1.351865242836554, 43.56836154950213]]]}";503185;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5683001905,1.35188622538
"{""type"": ""Polygon"", ""coordinates"": [[[1.344634812378119, 43.56637109158787], [1.344646111778923, 43.56637125350598], [1.344649861863165, 43.56637221651365], [1.344653549816802, 43.56637501517612], [1.344654713160151, 43.566378686931635], [1.344655864127514, 43.56638235850977], [1.344654564628123, 43.56638416743095], [1.344653228119116, 43.566386885091724], [1.344653129097664, 43.566390538757936], [1.344655542430238, 43.566394228425345], [1.344664242836656, 43.566398008184024], [1.344677979965909, 43.56640095984841], [1.344689316625253, 43.56640020402349], [1.344694391087259, 43.566398440191996], [1.344697002460341, 43.56639482252608], [1.344697076358634, 43.56639209577515], [1.344693400658662, 43.56638838801976], [1.34468966343665, 43.5663874071925], [1.344684663362046, 43.56638642627454], [1.344679713041424, 43.56638360952408], [1.344674811987438, 43.56637897493947], [1.344666284991151, 43.56636879676605], [1.344662671180993, 43.566363262353875], [1.344660208338721, 43.56636139951969], [1.344656483132232, 43.56635951859622], [1.344648946074411, 43.56635941059249], [1.344632597093007, 43.56636009458755], [1.344622461160942, 43.56636268615313], [1.344619923930422, 43.566363568067324], [1.344618587420324, 43.566366285727725], [1.344618513030758, 43.56636903047697], [1.344620975872067, 43.56637089331203], [1.344624725955891, 43.566371856320515], [1.344634812378119, 43.56637109158787]]]}";503384;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5663796472,1.34466086794
"{""type"": ""Polygon"", ""coordinates"": [[[1.343490493647798, 43.56778576192604], [1.343509132354769, 43.567793339361394], [1.343519305984887, 43.567788911886424], [1.343545865771309, 43.5677829008323], [1.343554814030389, 43.56777754651397], [1.343566460498951, 43.56776492071533], [1.343575606929841, 43.56775225906829], [1.343577129560363, 43.56774222491751], [1.343559592243055, 43.56774014591212], [1.343522883505351, 43.56774967552944], [1.343498749424151, 43.56775937644564], [1.343488551146161, 43.56776471283512], [1.343482040850747, 43.567772847922214], [1.343484330422217, 43.567781100192015], [1.343485567920191, 43.5677820362095], [1.343490493647798, 43.56778576192604]]]}";503464;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.567766351,1.34352974517
"{""type"": ""Polygon"", ""coordinates"": [[[1.341814397203193, 43.56651889603457], [1.341358071603929, 43.56638440784996], [1.341351846522224, 43.566382490924724], [1.341320659308222, 43.566373814676695], [1.340930587695778, 43.566576562190626], [1.340889043616205, 43.56653302274775], [1.34088414308228, 43.56652837900341], [1.340919812310088, 43.56651061584852], [1.340915581558448, 43.56648131438069], [1.340912945268622, 43.566485840877164], [1.340909095990777, 43.56648853141111], [1.340902771666623, 43.56649026812463], [1.340893997167203, 43.566489223830374], [1.340891584058076, 43.5664855340845], [1.340889344508783, 43.56647545492818], [1.340888293012822, 43.56646812964978], [1.340890954237588, 43.56646268523851], [1.340898565858329, 43.566460048740645], [1.340909840332084, 43.566461128939494], [1.340911053074744, 43.56646297390111], [1.340914567305708, 43.56647216209334], [1.340910187691132, 43.5664483411193], [1.340852974351737, 43.566426498143315], [1.34084948165042, 43.56664759882227], [1.340843808615937, 43.566717882289126], [1.340835945824467, 43.56677534149577], [1.340825421833579, 43.566839154381356], [1.340806504436875, 43.5669339239606], [1.340813917371588, 43.566938603792316], [1.340916909270532, 43.566987599136965], [1.340923531382263, 43.566974901436204], [1.34107893180166, 43.56671394885155], [1.341194596276231, 43.566573043370035], [1.34133755122874, 43.566399642834796], [1.341805114180024, 43.56653703822064], [1.341814397203193, 43.56651889603457]]]}";503486;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5666510665,1.34104493132
"{""type"": ""Polygon"", ""coordinates"": [[[1.340883228239404, 43.56577536357797], [1.340933970981744, 43.56575781691244], [1.340931557899098, 43.56575412716646], [1.340996273687592, 43.56573128951843], [1.340955335039807, 43.56571151685375], [1.340879540250258, 43.565772573793744], [1.340878228276024, 43.56577438249508], [1.340879465937862, 43.565775309541955], [1.340880715913045, 43.56577532749474], [1.340883228239404, 43.56577536357797]]]}";503664;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5657411739,1.34093992851
"{""type"": ""Polygon"", ""coordinates"": [[[1.340336111913131, 43.565097659567165], [1.340402265109941, 43.565206444164566], [1.340402190532342, 43.56520918891219], [1.34040086623574, 43.5652119067027], [1.3403970419564, 43.5652136793052], [1.340357859257487, 43.56522225409367], [1.340347168308875, 43.56519925167865], [1.340324176188712, 43.56516694380307], [1.340296370619949, 43.565126338309135], [1.340278366320757, 43.56509500235496], [1.340263301225307, 43.56514048353499], [1.340330174282277, 43.56522368388117], [1.340342090495872, 43.56524761317258], [1.340664398657466, 43.56573475126908], [1.340675486852599, 43.56574313899603], [1.340708246333067, 43.56573995446837], [1.34074004146758, 43.565725781809135], [1.340760723021147, 43.565705066609006], [1.340783138661367, 43.56566609186296], [1.340788104349497, 43.56562230211386], [1.340774419960285, 43.56557093430675], [1.34067094428875, 43.56540129585881], [1.340498961145024, 43.565163053977315], [1.340448445497702, 43.565125777357665], [1.340403819750536, 43.56510320569547], [1.340361483085052, 43.56508888635527], [1.340336111913131, 43.565097659567165]], [[1.340494195781748, 43.565338447851744], [1.340491633839262, 43.56534023859201], [1.340487611016722, 43.56534931852534], [1.340491236764547, 43.56535485324785], [1.340491187130194, 43.565356680079816], [1.340503178006079, 43.56537786460597], [1.34050932838578, 43.56538252632512], [1.340516617147669, 43.56539176875878], [1.340524191393648, 43.565390959294334], [1.340529216014332, 43.56539103147629], [1.340535527672439, 43.565390212875926], [1.340540750824675, 43.56538297772946], [1.340544786204252, 43.56537297970106], [1.340549959721311, 43.56536757138614], [1.340550431108682, 43.56535022098177], [1.340543216918061, 43.5653382338025], [1.340533341278881, 43.56533170002717], [1.340514517720776, 43.5653305113399], [1.340504393916252, 43.565333111722076], [1.340504369221533, 43.56533402063849], [1.340496782663421, 43.56533573919583], [1.340494195781748, 43.565338447851744]]]}";503691;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5654179862,1.34056149581
"{""type"": ""Polygon"", ""coordinates"": [[[1.342235771725319, 43.56479229694755], [1.342251613833011, 43.56476420185609], [1.342263867342422, 43.56472965435569], [1.342246355847465, 43.5647266572326], [1.3422341269975, 43.564760295814224], [1.342227530311358, 43.564772075683734], [1.342100655673302, 43.56472365693787], [1.341999720328987, 43.56469204926089], [1.341883463441767, 43.56466935929253], [1.341753382666206, 43.56464647976446], [1.341623401676552, 43.56461992842554], [1.341530918448371, 43.564601243491126], [1.341449821416991, 43.56457905787075], [1.341308466866706, 43.56455509769416], [1.341225958640066, 43.564539292560404], [1.34111846417499, 43.564517645913085], [1.340959523980908, 43.56449343276084], [1.340851856133191, 43.56447817528011], [1.340778010708915, 43.56446706761184], [1.340686728535414, 43.564450217788014], [1.3405603242501, 43.564431035801086], [1.340505141182045, 43.564426587959275], [1.340482431478438, 43.564429916799035], [1.340442185511099, 43.56443116615336], [1.340423461503508, 43.56442632378579], [1.340423337292184, 43.56443089536672], [1.340445835895538, 43.56443579196238], [1.340557439619816, 43.56444470545478], [1.340682618920408, 43.564462951573965], [1.340773888736075, 43.56447980122319], [1.340847709241276, 43.56449182680996], [1.34095537735645, 43.56450707529534], [1.341114342269702, 43.56453037953636], [1.341220586805473, 43.56455200823834], [1.341304357374245, 43.56456783150176], [1.341444449625499, 43.564591773558924], [1.341525546671809, 43.564613959182964], [1.341618029917598, 43.5646326441216], [1.34174927326034, 43.56465921358749], [1.341879341685705, 43.56468209294244], [1.341993086312641, 43.564704746855774], [1.342092796635334, 43.56473541868266], [1.342219646378366, 43.56478475535307], [1.34222213375159, 43.56478570932333], [1.342235771725319, 43.56479229694755]]]}";503585;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5645865317,1.34138984764
"{""type"": ""Polygon"", ""coordinates"": [[[1.338417667094759, 43.564290573582056], [1.338409856854339, 43.56430051724546], [1.338464405981476, 43.564327805806904], [1.338426766910043, 43.5643720347982], [1.33843791683973, 43.56437767781875], [1.338483378516197, 43.56432350533415], [1.338417667094759, 43.564290573582056]]]}";503611;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5643296685,1.33844844894
"{""type"": ""Polygon"", ""coordinates"": [[[1.354968881188297, 43.57230511753255], [1.355035646365834, 43.57239288956451], [1.355201874255693, 43.572614569359196], [1.355589065737846, 43.57312543470043], [1.356165846108182, 43.573877502793415], [1.356414587495584, 43.57420910629181], [1.356622287166781, 43.57447798930583], [1.356941149349354, 43.57491293970086], [1.357076614714983, 43.57511042101071], [1.357114974930139, 43.575179512429386], [1.357144608583116, 43.57524572494482], [1.357156275304582, 43.57527970467362], [1.357164904155714, 43.57528621922872], [1.357174905920911, 43.57528818897722], [1.357250336880395, 43.57528743398466], [1.357250386021551, 43.57528560715185], [1.357253267185694, 43.57527194613252], [1.357258784047838, 43.57525374925843], [1.35726050118067, 43.575236407622405], [1.357259644133771, 43.57522177518414], [1.357257549227807, 43.57520620687828], [1.357255257517112, 43.57519795490293], [1.357250576057525, 43.57518509561859], [1.357244656741337, 43.57517130046635], [1.357231309923339, 43.5751537446414], [1.357198561413544, 43.575109418236615], [1.357154843780058, 43.575052134123126], [1.357109839050651, 43.57499666822296], [1.357028434104311, 43.57489224158178], [1.35699204575765, 43.57484329902145], [1.356945828179753, 43.574785979266736], [1.356852204110104, 43.574668594991664], [1.356780543282655, 43.57457528092856], [1.356639772350074, 43.57438867992935], [1.356517115854074, 43.57422884013803], [1.356417611518405, 43.57409674255275], [1.356314430509832, 43.57396094649905], [1.356245210126252, 43.57387041257791], [1.356123781427308, 43.5737124173121], [1.356008370543671, 43.57356364519838], [1.355906478812613, 43.5734269398047], [1.355808128629737, 43.57329852211383], [1.355677045138202, 43.57312576864369], [1.355549565196813, 43.57295854889717], [1.355453679950719, 43.5728319934814], [1.355354118617301, 43.572701721573246], [1.355269104349258, 43.57259176854211], [1.355196247460351, 43.572496608797834], [1.355151320316127, 43.572438397335034], [1.355107717297588, 43.572377458902146], [1.355066240728287, 43.572376868362404], [1.354947231990271, 43.572222570219175], [1.35497178463814, 43.57219732534061], [1.354906159109381, 43.57211414282717], [1.354864933394034, 43.57205782048116], [1.354845497112939, 43.57203286748999], [1.354838156179827, 43.57202545281574], [1.354816010484087, 43.57200777137512], [1.354771644948494, 43.5719751622304], [1.354703723942922, 43.571930325128896], [1.354635729090911, 43.571888232737145], [1.354610972241237, 43.57187417813919], [1.354609746867145, 43.57187324241849], [1.354605922583143, 43.571875015487166], [1.354604672479117, 43.57187499768293], [1.354650029524423, 43.57191767695874], [1.354711244371618, 43.57197795713524], [1.354768598699413, 43.57204181936372], [1.354968881188297, 43.57230511753255]]]}";503108;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5737226804,1.35608509329
"{""type"": ""Polygon"", ""coordinates"": [[[1.357087135164656, 43.57560678593658], [1.357091964060637, 43.57561416472806], [1.357093201925841, 43.57561510059721], [1.357101744599741, 43.5756243597286], [1.357110324348128, 43.5756327011195], [1.357123966107384, 43.57563929596036], [1.3571326932958, 43.57564215685199], [1.357147683835491, 43.57564602507053], [1.357163985776079, 43.575647175138435], [1.357179086920938, 43.575646471595945], [1.357190449592117, 43.57564480563014], [1.35720182433504, 43.57564223057054], [1.35721323614736, 43.57563873776992], [1.357228583000012, 43.57562890005813], [1.357241416864762, 43.57561903561609], [1.357249249936161, 43.57560818180242], [1.357253356847083, 43.57559544747694], [1.35725616467646, 43.57558451320919], [1.357255258484477, 43.575571707605306], [1.357250503405225, 43.57556158407201], [1.357243284488948, 43.575549606977724], [1.357233503938187, 43.57553941198886], [1.357223624864313, 43.57553287966361], [1.357211208605279, 43.5755272205262], [1.357197480648192, 43.575523370267916], [1.35717873959734, 43.57551944872664], [1.357166028482034, 43.5755247505801], [1.357143033008365, 43.57553812558565], [1.357125099830226, 43.57555066330579], [1.357113491447468, 43.5755614634281], [1.357103022633522, 43.57557685308337], [1.357087135164656, 43.57560678593658]]]}";503077;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5755874139,1.35717594479
